DeviceRowID,Temperature,Chill,Humidity,Barometer,DewPoint,SetPoint,Date
1558,24.7,0,60,0,16.42,0,2022-08-15 14:55:00
1558,24.8,0,61,0,16.77,0,2022-08-15 15:00:00
1558,24.8,0,61,0,16.77,0,2022-08-15 15:05:00
1558,24.8,0,60,0,16.51,0,2022-08-15 15:10:00
1558,24.8,0,60,0,16.51,0,2022-08-15 15:15:00
1558,24.8,0,60,0,16.51,0,2022-08-15 15:20:00
1558,24.8,0,60,0,16.51,0,2022-08-15 15:25:00
1558,24.9,0,61,0,16.86,0,2022-08-15 15:30:00
1558,24.9,0,61,0,16.86,0,2022-08-15 15:35:00
1558,25,0,60,0,16.7,0,2022-08-15 15:40:00
1558,25.1,0,59,0,16.53,0,2022-08-15 15:45:00
1558,25.1,0,59,0,16.53,0,2022-08-15 15:50:00
1558,25.1,0,59,0,16.53,0,2022-08-15 15:55:00
1558,25.1,0,59,0,16.53,0,2022-08-15 16:00:00
1558,25.1,0,59,0,16.53,0,2022-08-15 16:05:00
1558,25.2,0,59,0,16.62,0,2022-08-15 16:10:00
1558,25.2,0,59,0,16.62,0,2022-08-15 16:15:00
1558,25.3,0,59,0,16.71,0,2022-08-15 16:20:00
1558,25.2,0,59,0,16.62,0,2022-08-15 16:25:00
1558,25.2,0,59,0,16.62,0,2022-08-15 16:30:00
1558,25.2,0,59,0,16.62,0,2022-08-15 16:35:00
1558,25.2,0,59,0,16.62,0,2022-08-15 16:40:00
1558,25.3,0,58,0,16.45,0,2022-08-15 16:45:00
1558,25.3,0,58,0,16.45,0,2022-08-15 16:50:00
1558,25.3,0,58,0,16.45,0,2022-08-15 16:55:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:00:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:05:01
1558,25.3,0,58,0,16.45,0,2022-08-15 17:10:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:15:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:20:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:25:00
1558,25.4,0,58,0,16.54,0,2022-08-15 17:30:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:35:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:40:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:45:00
1558,25.3,0,58,0,16.45,0,2022-08-15 17:50:01
1558,25.3,0,58,0,16.45,0,2022-08-15 17:55:00
1558,25.3,0,58,0,16.45,0,2022-08-15 18:00:00
1558,25.3,0,58,0,16.45,0,2022-08-15 18:05:00
1558,25.3,0,58,0,16.45,0,2022-08-15 18:10:00
1558,25.3,0,58,0,16.45,0,2022-08-15 18:15:00
1558,25.2,0,57,0,16.08,0,2022-08-15 18:20:00
1558,25.2,0,57,0,16.08,0,2022-08-15 18:25:00
1558,25.2,0,58,0,16.35,0,2022-08-15 18:30:00
1558,25.2,0,57,0,16.08,0,2022-08-15 18:35:00
1558,25.2,0,57,0,16.08,0,2022-08-15 18:40:00
1558,25.1,0,57,0,15.99,0,2022-08-15 18:45:00
1558,25.1,0,57,0,15.99,0,2022-08-15 18:50:00
1558,25.1,0,57,0,15.99,0,2022-08-15 18:55:00
1558,25.1,0,57,0,15.99,0,2022-08-15 19:00:00
1558,25.1,0,57,0,15.99,0,2022-08-15 19:05:00
1558,25.1,0,57,0,15.99,0,2022-08-15 19:10:00
1558,25.1,0,57,0,15.99,0,2022-08-15 19:15:00
1558,25,0,58,0,16.16,0,2022-08-15 19:20:00
1558,25,0,58,0,16.16,0,2022-08-15 19:25:00
1558,24.9,0,59,0,16.34,0,2022-08-15 19:30:00
1558,24.9,0,59,0,16.34,0,2022-08-15 19:35:00
1558,24.9,0,59,0,16.34,0,2022-08-15 19:40:00
1558,24.9,0,59,0,16.34,0,2022-08-15 19:45:00
1558,24.9,0,59,0,16.34,0,2022-08-15 19:50:00
1558,24.9,0,59,0,16.34,0,2022-08-15 19:55:00
1558,24.9,0,59,0,16.34,0,2022-08-15 20:00:00
1558,24.8,0,59,0,16.25,0,2022-08-15 20:05:00
1558,24.8,0,59,0,16.25,0,2022-08-15 20:10:00
1558,24.7,0,59,0,16.15,0,2022-08-15 20:15:00
1558,24.7,0,59,0,16.15,0,2022-08-15 20:20:00
1558,24.7,0,59,0,16.15,0,2022-08-15 20:25:00
1558,24.7,0,59,0,16.15,0,2022-08-15 20:30:00
1558,24.7,0,59,0,16.15,0,2022-08-15 20:35:00
1558,24.7,0,59,0,16.15,0,2022-08-15 20:40:00
1558,24.7,0,59,0,16.15,0,2022-08-15 20:45:00
1558,24.6,0,59,0,16.06,0,2022-08-15 20:50:00
1558,24.6,0,59,0,16.06,0,2022-08-15 20:55:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:00:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:05:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:10:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:15:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:20:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:25:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:30:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:35:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:40:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:45:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:50:00
1558,24.6,0,59,0,16.06,0,2022-08-15 21:55:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:00:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:05:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:10:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:15:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:20:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:25:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:30:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:35:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:40:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:45:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:50:00
1558,24.6,0,59,0,16.06,0,2022-08-15 22:55:00
1558,24.6,0,59,0,16.06,0,2022-08-15 23:00:00
1558,24.6,0,59,0,16.06,0,2022-08-15 23:05:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:10:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:15:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:20:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:25:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:30:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:35:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:40:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:45:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:50:00
1558,24.3,0,59,0,15.78,0,2022-08-15 23:55:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:00:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:05:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:10:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:15:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:20:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:25:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:30:00
1558,24.3,0,59,0,15.78,0,2022-08-16 00:35:00
1558,24.2,0,59,0,15.68,0,2022-08-16 00:40:00
1558,24.2,0,59,0,15.68,0,2022-08-16 00:45:00
1558,24.2,0,59,0,15.68,0,2022-08-16 00:50:00
1558,24.2,0,59,0,15.68,0,2022-08-16 00:55:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:00:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:05:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:10:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:15:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:20:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:25:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:30:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:35:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:40:00
1558,24.2,0,59,0,15.68,0,2022-08-16 01:45:00
1558,24.1,0,59,0,15.59,0,2022-08-16 01:50:00
1558,24.1,0,59,0,15.59,0,2022-08-16 01:55:00
1558,24.1,0,59,0,15.59,0,2022-08-16 02:00:00
1558,24.1,0,59,0,15.59,0,2022-08-16 02:05:00
1558,24.1,0,59,0,15.59,0,2022-08-16 02:10:00
1558,24.1,0,59,0,15.59,0,2022-08-16 02:15:00
1558,24.1,0,59,0,15.59,0,2022-08-16 02:20:00
1558,24.1,0,59,0,15.59,0,2022-08-16 02:25:01
1558,24.1,0,59,0,15.59,0,2022-08-16 02:30:00
1558,24,0,59,0,15.5,0,2022-08-16 02:35:00
1558,24,0,59,0,15.5,0,2022-08-16 02:40:00
1558,24,0,59,0,15.5,0,2022-08-16 02:45:00
1558,24,0,59,0,15.5,0,2022-08-16 02:50:00
1558,24,0,59,0,15.5,0,2022-08-16 02:55:00
1558,24,0,59,0,15.5,0,2022-08-16 03:00:00
1558,24,0,59,0,15.5,0,2022-08-16 03:05:00
1558,24,0,59,0,15.5,0,2022-08-16 03:10:00
1558,24,0,59,0,15.5,0,2022-08-16 03:15:00
1558,24,0,59,0,15.5,0,2022-08-16 03:20:00
1558,24,0,59,0,15.5,0,2022-08-16 03:25:00
1558,24,0,59,0,15.5,0,2022-08-16 03:30:00
1558,24,0,59,0,15.5,0,2022-08-16 03:35:00
1558,24,0,59,0,15.5,0,2022-08-16 03:40:00
1558,23.9,0,60,0,15.66,0,2022-08-16 03:45:00
1558,23.9,0,60,0,15.66,0,2022-08-16 03:50:00
1558,23.9,0,60,0,15.66,0,2022-08-16 03:55:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:00:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:05:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:10:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:15:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:20:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:25:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:30:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:35:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:40:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:45:00
1558,23.9,0,60,0,15.66,0,2022-08-16 04:50:00
1558,23.8,0,60,0,15.57,0,2022-08-16 04:55:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:00:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:05:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:10:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:15:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:20:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:25:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:30:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:35:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:40:00
1558,23.8,0,60,0,15.57,0,2022-08-16 05:45:00
1558,23.7,0,60,0,15.48,0,2022-08-16 05:50:00
1558,23.7,0,60,0,15.48,0,2022-08-16 05:55:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:00:00
1558,23.8,0,60,0,15.57,0,2022-08-16 06:05:00
1558,23.8,0,60,0,15.57,0,2022-08-16 06:10:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:15:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:20:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:25:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:30:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:35:00
1558,23.8,0,60,0,15.57,0,2022-08-16 06:40:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:45:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:50:00
1558,23.7,0,60,0,15.48,0,2022-08-16 06:55:00
1558,23.7,0,60,0,15.48,0,2022-08-16 07:00:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:05:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:10:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:15:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:20:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:25:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:30:00
1558,23.6,0,61,0,15.64,0,2022-08-16 07:35:00
1558,23.6,0,61,0,15.64,0,2022-08-16 07:40:00
1558,23.6,0,61,0,15.64,0,2022-08-16 07:45:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:50:00
1558,23.7,0,61,0,15.73,0,2022-08-16 07:55:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:00:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:05:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:10:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:15:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:20:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:25:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:30:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:35:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:40:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:45:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:50:00
1558,23.6,0,61,0,15.64,0,2022-08-16 08:55:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:00:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:05:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:10:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:15:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:20:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:25:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:30:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:35:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:40:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:45:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:50:00
1558,23.7,0,61,0,15.73,0,2022-08-16 09:55:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:00:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:05:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:10:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:15:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:20:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:25:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:30:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:35:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:40:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:45:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:50:00
1558,23.7,0,61,0,15.73,0,2022-08-16 10:55:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:00:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:05:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:10:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:15:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:20:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:25:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:30:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:35:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:40:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:45:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:50:00
1558,23.7,0,61,0,15.73,0,2022-08-16 11:55:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:00:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:05:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:10:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:15:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:20:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:25:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:30:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:35:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:40:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:45:00
1558,23.7,0,61,0,15.73,0,2022-08-16 12:50:00
